Type,Authors,Title,Year,Electronic-resource-num,Abstract,Periodical,Paper_id
CML,"Jain, Preetesh, Kantarjian, HagopCortes, Jorge",Chronic myeloid leukemia: Overview of new agents and comparative analysis,2013,10.1007&#x2F;s11864-013-0234-8,"Opinion statement: Discovery of targeted BCR-ABL protein tyrosine kinase inhibitors (TKI) in the therapy of patients with chronic myeloid leukemia (CML) is perhaps the most popular success story in oncology. Imatinib is the most common TKI modality used as a frontline therapy in CML across the world. Lately, randomized control trials have shown that second-generation TKI, such as dasatinib and nilotinib, are superior to imatinib in terms of tolerability and efficacy. Therefore, second-generation TKI have been used increasingly as a first choice for patients with CML in chronic phase (CML-CP). Recently, ponatinib has shown significant efficacy against the most resistant cases (including those with T315I mutations) with CML. Omacetaxine is a non-TKI agent with a different mechanism of action and has shown benefit in resistant CML. Analysis of other novel agents and newer mechanisms affecting CML stem cells are under exploration. With these developments, the life expectancy of the majority of patients (&gt;90 %) with CML-CP has become comparable to a healthy age-matched individual. The focus has now shifted to achieving faster and deeper responses, considering these parameters as a surrogate for long-term outcome and possibly cures in patients with CML. Adherence to therapy with TKI, proper monitoring by standardized techniques, and adequate use of the available therapies are established rules of managing patients with CML. However, even with these advances, problems of drug resistance, loss of response, kinase domain mutations, transformations in CML (accelerated and blast phase), and patient noncompliance prevail in the community practice. Early identification of resistant cases, feasibility for allogeneic stem cell transplantation (allo-SCT), and enrollment in clinical trials with newer drugs is warranted. This article compares the efficacy and safety results of various TKI and non-TKI modalities and other novel pharmacological agents in the therapy of CML. © 2013 Springer Science+Business Media New York.",Current Treatment Options in Oncology,151
CML,"Al Ustwani, Omar, Griffiths, Elizabeth A., Wang, Eunice S., Wetzler, Meir",Omacetaxine mepesuccinate in chronic myeloid leukemia,2014,10.1517&#x2F;14656566.2014.964642,"Introduction: Homoharringtonine (HHT) and other alkaloid esters were originally isolated from the Cephalotaxus evergreen tree and have been used in traditional Chinese medicine since the 1970s to treat a variety of malignancies. Although HHT was investigated for the treatment of chronic myeloid leukemia (CML) in the 1990s with good results, the advent of BCR-ABL1 tyrosine kinase inhibitors (TKIs) at that time rapidly established a new standard of care for CML. Omacetaxine mepesuccinate is a semisynthetic derivative of HHT with known clinical activity in relapsed or refractory CML following TKI therapy.Areas covered: In this review, we summarize the biologic effects of HHT and its derivative, omacetaxine, in CML. Additionally, we analyze the concepts learned from the early trials using these drugs. Data from clinical trials resulting in drug approval are also reviewed.Expert opinion: Omacetaxine has a clear role in the CML armamentarium for patients in chronic and accelerated phase who have failed or were intolerant to two or more TKIs.",Expert Opinion on Pharmacotherapy,152
CML,"Ilander, Mette, Hekim, Can, Mustjoki, Satu,",Immunology and immunotherapy of chronic myeloid leukemia,2014,10.1007&#x2F;s11899-013-0190-1,"Chronic myeloid leukemia (CML) is a clonal bone marrow stem cell neoplasia known to be responsive to immunotherapy. Despite the success of tyrosine kinase inhibitors (TKIs) targeting the BCR-ABL1 oncokinase, patients are not considered to be cured with the current therapy modalities. However, there have been recent advancements in understanding the immunobiology of the disease (such as tumor specific antigens and immunostimulatory agents), and this may lead to the development of novel, curative treatment strategies. Already there are promising results showing that a small proportion of CML patients are able to discontinue the therapy although they have a minimal amount of residual leukemia cells left. This implies that the immune system is able to restrain the tumor cell expansion. In this review, we aim to give a brief update of the novel aspects of the immune system in CML patients and of the developing strategies for controlling CML by the means of immunotherapy. © 2014 Springer Science+Business Media.",Current Hematologic Malignancy Reports,153
CML,"Pemmaraju, Naveen, Cortes, Jorge","Chronic myeloid leukemia in adolescents and young adults: Patient characteristics, outcomes and review of the literature",2014,10.1159&#x2F;000363434,"Over the past two decades, many improvements have been made in the management of patients with leukemia. Research in this field most often focuses on the youngest and oldest patient age groups. However, the population of patients in between those age groups has received relatively little attention with few studies specifically focusing on them. This important &#39;age gap&#39; has demonstrated a unique, difficult-to-treat group of patients known as adolescents and young adults, or AYAs. Variably defined in the literature as patients from late teenage years to the age of up to 40 years, the AYA group of patients represents a vulnerable subset of patients now identified to require its own focus, development of therapeutic strategies and parallel emphasis on special support systems involving multidisciplinary psychosocial care. Despite the great advancements that have been realized for patients with chronic myeloid leukemia (CML), the AYA group has seldom been the focus of specific reports and studies, and the outcome appears to lag behind the general population. This review focuses on this subset of AYA patients with CML and summarizes the available data and recent developments, challenges and treatment options for this group of patients.",Acta Haematologica,154
CML,"Pavlů, Jiří, Apperley, Jane F., ",Allogeneic stem cell transplantation for chronic myeloid leukemia,2013,10.1007&#x2F;s11899-012-0149-7,"In recent years new, more potent tyrosine-kinase inhibitors have been introduced to accompany imatinib for the treatment of chronic myeloid leukemia. Most patients in chronic phase obtain an optimal response to these oral agents with minimal toxicity. Allogeneic stem cell transplantation is therefore indicated only in a minority of patients who do not achieve an adequate response to first, second or third generation agents. Patients in accelerated phase have a lower chance of achieving an optimal response on these drugs. For patients in blast phase, transplantation remains the only therapy with curative potential, although now it is increasingly used in combination with tyrosine-kinase inhibitors. In this review we address the role of allogeneic stem cell transplantation in the treatment of this disease and how patients should be transplanted. © 2012 Springer Science+Business Media New York.",Current Hematologic Malignancy Reports,155
CML,"MacHova Polakova, Katerina, Koblihova, Jitka, Stopka, Tomas",Role of epigenetics in chronic myeloid leukemia,2013,10.1007&#x2F;s11899-012-0152-z,The efficacy of therapeutic modalities in chronic myeloid leukemia (CML) depends on both genetic and epigenetic mechanisms. This review focuses on epigenetic mechanisms involved in the pathogenesis of CML and in resistance of tumor cells to tyrosine kinase inhibitors leading to the leukemic clone escape and propagation. Regulatory events at the levels of gene regulation by transcription factors and microRNAs are discussed in the context of CML pathogenesis and therapeutic modalities. © 2013 The Author(s).,Current Hematologic Malignancy Reports,156
CML,"Li, Meng qi, Liu, Zhuo gang, ",Can chronic myeloid leukemia be cured by tyrosine kinase inhibitor?,2013,10.3760&#x2F;cma.j.issn.0253-2727.2013.08.019,No abstract ,Zhonghua xue ye xue za zhi &#x3D; Zhonghua xueyexue zazhi,157
CML,"Belurkar, Sushma, Manohar, Chethan, Kurien, Annamma",Chronic myeloid leukemia with hyperdiploidy: A case report with review of literature,2013,10.4103&#x2F;0019-5359.125881,"Chronic myeloid leukemia (CML) is a common marrow stem cell neoplasm characterized by the presence of the Philadelphia (Ph) chromosome in more than 90% of patients. Studies have shown that CML can be associated with various other cytogenetic abnormalities. 5-10% of these cases can show complex translocations involving other chromosomes in addition to Ph chromosome. Here, we report a Ph-positive CML patient with a hyperdiploid karyotype who presented clinically in chronic phase but progressed to blast crisis in spite of treatment with Imatinib. This case highlights the significance of cytogenetic abnormalities on the prognosis in CML.",Indian Journal of Medical Sciences,158
CML,"Breccia, Massimo, Alimena, Giuliana, ",Management options for refractory chronic myeloid leukemia: Considerations for the elderly,2013,10.1007&#x2F;s40266-013-0085-9,"Despite the excellent results obtained with standard-dose imatinib as first-line therapy for chronic myeloid leukemia in the chronic phase, one third of patients do not achieve an optimal response and require alternative therapies due to the emergence of drug resistance. Studies of resistance mechanisms, first tested in vitro and then in vivo, have driven the development of second-generation tyrosine kinase inhibitors (TKIs), dasatinib and nilotinib. These agents have been proven effective in a large number of patients resistant to imatinib and are also effective in older patients. The use of second-generation TKIs in first-line treatment has increased the rate of cytogenetic and molecular responses and reduced the number of patients experiencing disease progression. In this review, we detail the various mechanisms of resistance and management options for refractory patients, in particular in older patients. No differences in terms of efficacy were reported in this subset of patients when treated with nilotinib or dasatinib after imatinib resistance. Results of trials that tested second-generation TKIs as first-line treatment showed similar results in older and younger patients. © 2013 Springer International Publishing Switzerland.",Drugs and Aging,159
CML,"Talpaz, M., Hehlmann, R., Quintás-Cardama, A., Mercer, J., Cortes, J.",Re-emergence of interferon-α in the treatment of chronic myeloid leukemia,2013,10.1038&#x2F;leu.2012.313,"Treatment for chronic myeloid leukemia (CML) has evolved from chemotherapy (busulfan, hydroxyurea) to interferon-α (IFNα), and finally to tyrosine kinase inhibitors such as imatinib. Although imatinib has profoundly improved outcomes for patients with CML, it has limitations. Most significantly, imatinib cannot eradicate CML primitive progenitors, which likely accounts for the high relapse rate when imatinib is discontinued. IFNα, unlike imatinib, preferentially targets CML stem cells. Early studies with IFNα in CML demonstrated its ability to induce cytogenetic remission. Moreover, a small percentage of patients treated with IFNα were able to sustain durable remissions after discontinuing therapy and were probably cured. The mechanisms by which IFNα exerts its antitumor activity in CML are not well understood; however, activation of leukemia-specific immunity may have a role. Some clinical studies have demonstrated that the combination of imatinib and IFNα is superior to either therapy alone, perhaps because of their different mechanisms of action. Nonetheless, the side effects of IFNα often impede its administration, especially in combination therapy. Here, we review the role of IFNα in CML treatment and the recent developments that have renewed interest in this once standard therapy for patients with CML. © 2013 Macmillan Publishers Limited All rights reserved.",Leukemia,160
CML,"Zhen, Chaojie, Wang, Y. Lynn, ",Molecular monitoring of chronic myeloid leukemia: International standardization of BCR-ABL1 quantitation,2013,10.1016&#x2F;j.jmoldx.2013.05.010,"The BCR-ABL1 translocation is a hallmark of chronic myeloid leukemia. Because patients treated with imatinib and other tyrosine kinase inhibitors achieve lower levels of detectable disease, quantitation of BCR-ABL1 transcripts with quantitative RT-PCR has become an essential tool in chronic myeloid leukemia monitoring. The prognostic significance of molecular responses was recently established by large-scale clinical trials. Achieving defined levels of BCR-ABL1 on the International Scale within specific time frames is an important measure for assessing patient response and probability for relapse and progression. However, extensive variation in quantitative RT-PCR procedures and reporting makes it difficult to interpret these results. More important, lack of standardization, particularly in the United States, prevents the comparison of individual patient results to the data from the clinical trials, which thereby prohibits the meaningful use of such results in the direction of patient care. In this article, we will present an overview of the clinical trial discoveries that drive the need for standardization, review the most updated monitoring guidelines by the National Comprehensive Cancer Network, and highlight recommendations for laboratory practice regarding internal controls and reference materials. Finally, we will provide an update on the recent efforts in the standardization of quantitative RT-PCR reporting using the International Scale. © 2013 American Society for Investigative Pathology and the Association for Molecular Pathology. Published by Elsevier Inc. All rights reserved.",Journal of Molecular Diagnostics,161
CML,"Adamia, Sophia, Pilarski, Patrick, Bar-Natan, Michal, Stone, Richard, Griffin, James",Alternative Splicing in Chronic Myeloid Leukemia (CML): A Novel Therapeutic Target?,2013,10.2174&#x2F;15680096113139990083,"Although the imatinib based therapy of chronic myeloid leukemia (CML) represents a triumph of medicine, not all patients with CML benefit from this drug due to the development of resistance and intolerance. The interruption of imatinib treatment is often followed by clinical relapse, suggesting a failure in the killing of residual leukaemic stem cells. There is need to identify alternative selective molecular targets for this disease and develop more effective therapeutic approaches. Alternative pre-mRNA splicing (AS) is an epigenetic process that greatly diversifies the repertoire of the transcriptome. AS orchestrates interactions between various types of proteins and between proteins and nucleic acids. Changes caused by individual splicing events in the cells are small, however, &quot;splicing programs&quot; typically react to these individual changes with considerable effects in cell proliferation, cell survival, and apoptosis. Current evidence suggests a pivotal role of AS in leukemias, particularly in myelodisplastic syndrome (MDS) and chronic lymphocyte leukemia (CLL). From these studies and studies in other malignances, it is clear that splicing abnormalities play a significant role in malignant transformation. Evaluation of AS events in CML can be used to identify novel disease markers and drugsensitive targets to overcome the limits of the small molecule inhibitors currently used for treating patients with CML. The use of aberrant splice variants as disease markers has been reported, however, little is known about the use of splicing abnormalities as drug targets in CML. Herein we discuss potential therapeutic approaches that can be used to target splicing abnormalities in CML. © 2013 Bentham Science Publishers.",Current Cancer Drug Targets,162
CML,"Guilhot, Joëlle, Preudhomme, Claude, Mahon, Francois Xavier, Guilhot, François, ",Analyzing molecular response in chronic myeloid leukemia clinical trials: Pitfalls and golden rules,2015,10.1002&#x2F;cncr.29053,"Clinical trials of chronic myeloid leukemia frequently rely on molecular markers as surrogates for clinical endpoints. Studies suggest that early molecular response (EMR) is a good indicator of a favorable prognosis and yet, to the authors&#39; knowledge, the use of EMR as a robust surrogate marker for clinical response has yet to be fully explored. EMR to therapy appears to be affected by a variety of factors, including disease characteristics, risk score, adherence to treatment, and off-target effects of the treatment. Therefore, although molecular markers improve important research, they also bring with them important questions regarding their reliability. To be useful, markers must be must be easily measureable, capable of generating meaningful data, and clinically relevant. BCR-ABL1 is the hallmark marker in chronic myeloid leukemia. Nevertheless, investigators still struggle with how best to measure and interpret both high and very low BCR-ABL1 levels. Statistical models of BCR-ABL1 kinetics must address these concerns and account for the BCR-ABL1 variability between and within patients. Response models should also incorporate disease characteristics and other important parameters.",Cancer,163
CML,"Baccarani, Michele, Efficace, Fabio, Rosti, Gianantonio, ",Moving towards patient-centered decision-making in chronic myeloid leukemia: Assessment of quality of life and symptom burden,2014,10.3324&#x2F;haematol.2013.094045,No abstract ,Haematologica,164
CML,"Bibi, Siham, Arslanhan, Melis Dilara, Langenfeld, Florent, Jeanningros, Sylvie, Cerny-Reiterer, Sabine, Hadzijusufovic, Emir, Tchertanov, Luba, Moriggl, Richard, Valent, Peter, Arock, Michel",Co-operating STAT5 and AKT signaling pathways in chronic myeloid leukemia and mastocytosis: Possible new targets of therapy,2014,10.3324&#x2F;haematol.2013.098442,"Chronic myeloid leukemia and systemic mastocytosis are myeloid neoplasms sharing a number of pathogenetic and clinical features. In both conditions, an aberrantly activated oncoprotein with tyrosine kinase activity, namely BCRABL1 in chronic myeloid leukemia, and mutant KIT, mostly KIT D816V, in systemic mastocytosis, is key to disease evolution. The appreciation of the role of such tyrosine kinases in these diseases has led to the development of improved therapies with tyrosine kinase-targeted inhibitors. However, most drugs, including new KIT D816V-blocking agents, have failed to achieve long-lasting remissions in advanced systemic mastocytosis, and there is a similar problem in chronic myeloid leukemia, where imatinib-resistant patients sometimes fail to achieve remission, even with second- or third-line BCR-ABL1 specific tyrosine kinase inhibitors. During disease progression, additional signaling pathways become activated in neoplastic cells, but most converge into major downstream networks. Among these, the AKT and STAT5 pathways appear most critical and may result in drug-resistant chronic myeloid leukemia and systemic mastocytosis. Inhibition of phosphorylation of these targets has proven their crucial role in disease-evolution in both malignancies. Together, these observations suggest that STAT5 and AKT are key drivers of oncogenesis in drug-resistant forms of the diseases, and that targeting STAT5 and AKT might be an interesting approach in these malignancies. The present article provides an overview of our current knowledge about the critical role of AKT and STAT5 in the pathophysiology of chronic myeloid leukemia and systemic mastocytosis and on their potential value as therapeutic targets in these neoplasms. © 2014 Ferrata Storti Foundation.",Haematologica,165
CML,"Bacigalupo, Andrea, ",Stem Cell Transplantation for Chronic Myeloid Leukemia (CML): Current Indications and Perspectives,2013,10.2174&#x2F;15680096113136660094,"The introduction of tyrosine kinase inhibitors (TKIs) has reduced the indications for allogeneic stem cell transplants (SCT) in patients with chronic myeloid leukemia (CML) from 1500&#x2F;year in 2000 to approximately 500&#x2F;year in 2010. The recently updated indications by the European Leukemia Network include advanced-phase CML and nonresponders to second-line TKIs. Changes in transplant programs, over the past decade, have resulted in a significant reduction in transplant related mortality and this has expanded the transplant option to older patients, who may be eligible for SCT. Transplantation for blastic phase CML remains a challenge due to the high rate of post-transplant relapses. Thus, in view of this issue, several studies of TKIs after allogeneic SCT have been undertaken with encouraging results. In conclusion, allogeneic SCT remains a therapeutic option for selected patients with CML and is currently being integrated with the use of TKIs both before and after transplantation. © 2013 Bentham Science Publishers.",Current Cancer Drug Targets,166
CML,"Jabbour, Elias J., Hughes, Timothy P., Cortés, Jorge E., Kantarjian, Hagop M., Hochhaus, Andreas",Potential mechanisms of disease progression and management of advanced-phase chronic myeloid leukemia,2014,10.3109&#x2F;10428194.2013.845883,"Despite vast improvements in the treatment of Philadelphia chromosome-positive chronic myeloid leukemia (CML) in chronic phase (CP), advanced stages of CML, accelerated phase or blast crisis, remain notoriously difficult to treat. Treatments that are highly effective against CML-CP produce disappointing results against advanced disease. Therefore, a primary goal of therapy should be to maintain patients in CP for as long as possible, by (1) striving for deep, early molecular response to treatment; (2) using tyrosine kinase inhibitors that lower risk of disease progression; and (3) more closely observing patients who demonstrate cytogenetic risk factors at diagnosis or during treatment. © 2014 Informa UK, Ltd.",Leukemia and Lymphoma,167
CML,"Rassi, El F, ",Advances in hematopoietic stem cell transplantation in chronic myeloid leukemia,2013,No electronic-resource-num,"Treatment of chronic myeloid leukemia (CML) has evolved dramatically with the development of tyrosine kinase inhibitors (TKIs). This past decade also witnessed major advances in the field of allogeneic hematopoietic stem cell transplantation (alloHSCT) that led to better patients' outcomes. Progress in the exploitation of alternative sources of stem cells, development of novel conditioning regimens, discovery of innovative graft-versus-host prophylactic strategies, and advances in supportive care as well as positioning of alloHSCT in the overall management of CML are discussed in this article.",Discov Med,168
CML,"Park, Seonyang, Koh, Youngil, Jung, Seung Hyun, Chung, Yeun Jun",Application of array comparative genomic hybridization in chronic myeloid leukemia,2013,10.1007&#x2F;978-1-62703-281-0_4,"Chromosomal alteration is one of the hallmarks of chronic myeloid leukemia (CML), and the Philadelphia chromosome is the most important and key example of the chromosomal changes in this disease. Indeed, the BCR - ABL1 fusion product is a target against which many tyrosine kinase inhibitors (TKIs) have been proven to be effective in the treatment of CML. However, the reality is that CML patients show resistance to TKIs both in an acquired and de novo manner, and the mechanism of TKI resistance is still largely unknown. This phenomenon suggests that in addition to the BCR - ABL mutation, further genetic alterations such as copy number aberration may be involved in unexplained TKI resistance. Although the recent array comparative genomic hybridization analyses (array-CGH) across the whole genome have detected multiple genetic aberrations in CML, the detailed feature of chromosomal alterations involved in different clinical phases of CML, such as chronic phase, accelerated phase, and blast crisis, remains unclear. Here we review the methodological aspects of array-CGH analysis for studying CML and its related data analysis. © Springer Science+Business Media, LLC 2013.",Methods in Molecular Biology,169
CML,"Morotti, Alessandro, Panuzzo, Cristina, Fava, Carmen, Saglio, Giuseppe",Kinase-inhibitor-insensitive cancer stem cells in chronic myeloid leukemia,2014,10.1517&#x2F;14712598.2014.867323,"Introduction: Chronic myeloid leukemia (CML) is a myeloproliferative disorder characterized by the translocation t(9;22), coding for the chimeric protein BCR-ABL. The development of BCR-ABL tyrosine kinase inhibitors (TKIs) has dramatically revolutionized and improved CML therapy. However, TKI-based therapy faces a major challenge: the insensitivity of CML leukemic stem cells (LSCs) to TKIs. In particular, while CML progenitor cells and differentiated cells are oncogene addicted, BCR-ABL tyrosine kinase is dispensable for CML LSC survival and maintenance. Notably, in CML, additional cellular mechanisms promote LSC survival and maintenance, rendering these cells able to survive even in the presence of TKI and to eventually promote relapse. Areas covered: This review will focus on the mechanisms of LSC insensitivity to TKI and on the strategies to obtain synthetic lethality with combination therapies. Expert opinion: Several pathways have been proposed to promote LSC maintenance and described as ideal targets to induce CML LSC exhaustion in combination with TKI. Ongoing clinical trials designed to target some of these pathways will assess which molecular target is relevant for in vivo human LSC survival in a new &#39;stem-cell targeting&#39; perspective. ©2014 Informa UK, Ltd.",Expert Opinion on Biological Therapy,170
CML,"Bai, Yuan song, Liu, Jing, Liu, Xiao hui, Dai, En yong, Sun, Bu tong, Lu, Zhen xia",Effect of up-regulated expression of tumor suppressor gene p14(ARF) on apoptosis of chronic myeloid leukemia cells,2013,10.3760&#x2F;cma.j.issn.0253-2727.2013.06.012,"To investigate the effect of up-regulated expression of tumor suppressor gene p14(ARF) on apoptosis of chronic myeloid leukemia (CML) cells and its interaction with imatinib. Tumor suppressor gene p14(ARF) was transduced into K562 (K562-p14(ARF)) and 4 blast crisis primary CML cells (CML-BC 1-4) using vesicular stomatitis virus glycoprotein (VSV-G) pseudotyped lentiviral vector with cells transduced by empty vector as control. Fluorescence microscopy and flow cytometry were applied to measure transduction efficiency, and Western blotting assay was used to detect p14(ARF) protein of K562 cells. WST-8 method was used to determine cell growth inhibition rate of K562 cells transduced by the target gene under different concentrations of imatinib (0, 0.015, 0.062, 0.125, 0.25, 0.5, 1.0, 2.0 μmol&#x2F;L). Cell apoptosis and leukemic cellular colony-forming ability were detected by Annexin V-FITC&#x2F;PI dyeing using flow cytometry (FCM) and semi-solid culture method respectively. Fluorescence microscopy and FCM showed that transduction efficiency (GFP positive cells) of K562-p14(ARF), K562-VSV and CML-BC1 cells were close to 100%, and CML-BC 2-4 cells were 80% to 90% on average. Results of Western blotting showed that the levels of ARF protein expression of K562 cells transduced by p14(ARF) were significantly higher than of untransduced cells; the apoptosis rate of K562-p14(ARF) was 20%; the mean apoptosis rate of 4 primary leukemic cells transduced by the p14(ARF) [(71.1±22.4)%] was significantly higher than of control group [(12.4±6.2)%] (P&lt;0.05). Imatinib significantly inhibited the proliferation of K562-p14(ARF) cells in a dose-dependent manner. The mean leukemic cellular colony-forming unit of 4 primary leukemic cells transduced by the p14(ARF) (41.5±13.2) was significantly lower than of the control group (88.5±7.9) (P&lt;0.05). Increased p14(ARF) gene expression could induce apoptosis of CML cells; Moreover, it could enhance inhibitory effect on cell proliferation when combined with imatinib.",Zhonghua xue ye xue za zhi &#x3D; Zhonghua xueyexue zazhi,171
CML,"Pan, Fei,  Xu, Lian rong, Wang, Hong wei, Zhu, Meng xia, Liu, Yan, Tan, Yan hong, Chen, Xiu hua, Ren, Fang gang ",Effect of Nrf2 and TrxR on proliferation of chronic myeloid leukemia cell and its mechanism,2013,10.3760&#x2F;cma.j.issn.0253-2727.2013.06.015,"To explore the effect of nuclear factor erythroid-2 related factor 2 (Nrf2) and thioredoxin reductase (TrxR) gene on proliferation of chronic myeloid leukemia (CML) line cells and its mechanism. Four interfering sequences of Nrf2 and one negative control sequence were designed and synthesised based on the principle of target sequence of siRNA, then constructed lentivirus vectors, which were transfected into K562 cell lines. The transfection effect was observed by laser scanning confocal microscope (LSCM) and flow cytometer (FCM); The depressing effect of siRNA was analyzed by real-time PCR. The cell proliferation inhibiting rate was measured with CCK-8 assay, the apoptotic rate by Annexin V-PE&#x2F;PI with FCM and the apoptotic morphology of cells by LSCM. The transfection efficiency of lentivirus was 65%. One cell line K562-C3 which significantly inhibited Nrf2 mRNA was obtained by real-time PCR, Nrf2 relative quantitation (RQ) expressions were 1.003±0.093 and 0.344±0.032 in the control group and K562-C3 respectively; TrxR expression also decreased with RQ as 1.090±0.549 and 0.395±0.029 respectively. The cellular proliferation inhibition rates of K562-C3 were (4.74±0.39)%, (6.13±1.78)% and (25.36±3.77)%, respectively at 24, 48 and 72 h. The apoptotic rate induced by K562-C3 (29.9%) at 72 hours was obviously higher than in the control group (7.9%). The Annexin V-PE positive K562-C3 cells presented the following apoptotic characteristics, such as karyopyknosis, nuclear fragmentation and apoptotic bodies observed by LSCM. Nrf2 specific siRNA could repress its expression at the cellular level and down-regulate the expression of its downstream antioxidant enzyme, such as TrxR, which lead to increased apoptotic rate and decreased cell proliferation.",Zhonghua xue ye xue za zhi &#x3D; Zhonghua xueyexue zazhi,172
CML,"Li, Meng qi, Zhang, Ming, Liao, Ai jun, Liu, Zhuo gang",Meta-analysis of imatinib mesylate with or without interferon for chronic-phase chronic myeloid leukemia,2013,10.3760&#x2F;cma.j.issn.0253-2727.2013.08.009,"Meta-analysis of the efficiencies of imatinib mesylate (IM) with or without interferon for chronic myeloid leukemia-chronic phase (CML-CP) patients. Published studies of IM with or without interferon for CML-CP patients as first-line therapy were collected from PubMed, Cochrane Central Register of Controlled Trials (CENTRAL) of the Cochrane Library, China National Knowledge Infrastructure (CNKI), China Biology Medicine (CBM), VIP information and WANFANG database. References of retrieved articles were also identified. The quality of each randomized controlled trial (RCT) was evaluated by the Cochrane collaboration&#39;s tool for assessing the risk of bias. Data analysis was performed with RevMan 5.1. A total of 5 articles involving 1754 patients were included. Meta-analysis results showed that there were no statistical differences between IM with interferon and IM monotherapy for the complete cytogenetic response (CCyR) rate at 12 months,but IM with interferon could improve major molecular response (MMR) rate at 12 months (OR&#x3D;1.57, 95% CI: 1.26-1.96, P&#x3D;0.02). Furthermore, IM combined with pegylated-interferon demonstrated superiority for MMR at 12 months (OR&#x3D;2.43, 95% CI: 1.78-3.33, P&lt;0.01). Combination of IM and interferon does not increase CCyR rate, but improve MMR rate at 12 months.",Zhonghua xue ye xue za zhi &#x3D; Zhonghua xueyexue zazhi,173
CML,"Liu, Ting Bo, Liu, Hui Li, Xie, Jie Ming, Hu, Jian Da",Effect of cucurmosin on chronic myeloid leukemia K562 cell line,2013,10.7534&#x2F;j.issn.1009-2137.2013.04.015,"This study was aimed to investigate the antitumor effect of pumpkin protein (cucurmosin, CUS) on subcutaneous transplant tumor in chronic myeloid leukemia K562 cell-NOD&#x2F;SCID mice and leukemia model. The subcutaneous transplant tumor in K562-NOD&#x2F;SCID mice and leukemia model were established; using two models, the antitumor activity of CUS in mice was evaluated. The results indicated that the inhibitory rate of 0.5 mg&#x2F;kg and 1 mg&#x2F;kg CUS on subcutaneous transplant tumor were 53.45% and 59.43% respectively; survival time of mice received 0.25 mg&#x2F;kg and 0.5 mg&#x2F;kg CUS was 39.8 ± 5.5 d and 43.4 ± 6.6 d, antitumor rate was 24.9% and 36% respectively. It is concluded that CUS has significant inhibitory effect on mice with CML cell line K562.",Zhongguo shi yan xue ye xue za zhi &#x2F; Zhongguo bing li sheng li xue hui &#x3D; Journal of experimental hematology &#x2F; Chinese Association of Pathophysiology,174
CML,"González Rosa, V., Gutiérrez Nicolás, F., Gavira Moreno, R.Viña Romero, M. M., Moreno Carvajal, M. T., Gázquez Pérez, R.",Adherencia y toxicidad de los inhibidores de la tirosinquinasa en leucemia mieloide crónica,2013,10.7399&#x2F;FH.2013.37.6.775,"Objective: To analyze adherence and toxicity of tyrosine kinase inhibitor (TKIs) therapy in patients diagnosed with chronic myeloid leukemia (CML). Method: A 18-months retrospective observational study (Ja - nuary 2011-June 2012) which included all patients diagnosed with CML in a secondary hospital (550 beds) and were treated with imatinib, dasatinib or nilotinib. It was collected the following variables: sex, age at diagnosis, years of treatment and side effects. Adherence was evaluated using SMAQ questionnaire and recording dispensations. Results: 25 patients were included and all but two (92.0%) experienced side effects to imatinib,83.3% to dasatinib and 66.7% to nilotinib. The average adherence was 71.3%. There was identified as possible parameters of lack of adherence the female patients (55.6 % vs. 66.7%, p &#x3D; 0.586), older than 50 (55.6 % vs. 83.3 %, p &#x3D; 0.125), more than four years of treatment (70.0 % vs. 57.1 %, p &#x3D; 0.521) and the presence of certain side effects (gastrointestinal disorders and musculoeskeletal pain). Conclusions: Almost one third of patients were considered nonadherent to therapy. Although the sample size did not allow us to establish a statistically significant relation between adherence and the variables analyzed, the clinical relevance of these results show the importance of future studies with larger populations to confirm the trends established in this study.",Farmacia Hospitalaria,175
